0.45230946	0.21049841	-0.102105044	0.25719687	-0.03650282	-0.25699458	0.8586178	-0.25766903	-0.15077646	0.43696174	-0.064522535	0.5244871	0.46251425	-0.4578577	-0.29746398	-0.95076174	-0.16805065	0.39185908	0.02256632	0.1399393
0.22768459	-0.33394054	-0.2982161	-0.039390232	0.52623373	-0.3172792	0.21527515	0.07147391	-0.14417343	-0.17222661	-0.15366559	-0.16186477	0.95078516	-0.10078696	0.036349997	-0.6985348	-0.13619383	0.10340441	-0.25512034	0.4337392
0.048962064	-0.0072044292	-0.20095153	-0.49213478	0.028149081	-0.23554373	0.46044117	0.6005707	0.13824144	-0.2966926	-0.3133453	0.5263406	0.5555264	-0.040021103	-0.033908613	-0.23130615	0.14694574	0.7949896	0.02967222	-0.032255527
0.24041492	0.05211644	-0.056646444	-0.13938282	0.06736505	0.15247923	0.5036254	0.29012558	0.056952782	-0.16243148	-0.3034608	0.49882743	0.45903152	-0.025400188	0.21269739	-0.45695803	-0.1910595	0.35604897	-0.27468243	0.4509982
0.33295715	-0.15450703	-0.07755933	-0.16768849	0.18596217	0.05205193	0.45458776	0.53648216	-0.06535891	0.063515246	0.022942383	0.3731678	0.37117842	0.159949	0.4854109	-0.6358376	0.25841597	0.35410064	0.5426725	0.099002995
0.068972796	-0.3308333	-0.10636703	-0.2249771	0.16734073	-0.12711029	0.90815955	0.523292	-0.102981806	-0.24483407	0.24826977	0.3411789	0.29175934	-0.08534716	0.2894028	-0.20111313	-0.047694556	0.80866927	0.49359018	0.33659282
-0.0836092	0.11210787	0.018110525	-0.22480223	0.17395334	-0.11184881	0.85622704	0.13836113	0.024929019	-0.19474319	-0.23413388	0.67560047	0.6300533	-0.096172735	0.24099664	-0.23696661	-0.13229577	0.43792537	0.0019585965	-0.046716638
0.35644943	0.52980006	0.25345284	-0.3846475	0.20433812	-0.07874099	-0.09882038	0.60290116	0.32236883	-0.05462314	0.05363261	0.7267186	0.85019094	0.13253164	-0.3112411	-0.44230527	-0.25992808	0.41376984	0.12076037	0.32221293
0.32887658	-0.22572511	-0.26140055	-0.44061983	0.24369171	-0.053655613	0.7361177	0.27958435	-0.035852976	-0.25611413	0.199303	-0.32342422	0.57066154	-0.5513828	0.18036726	-0.54320526	-0.36364478	0.3474041	-0.19949238	0.40673086
0.23662384	0.047965266	0.49716944	-0.09337231	0.26717317	0.117557004	0.5921808	0.028649537	0.04793686	-0.2447262	-0.09113179	0.31687236	1.0405332	0.05222834	0.6580393	-0.39080945	-0.3681513	-0.14100133	-0.12736987	0.31465113
0.39254174	-0.35697255	-0.18760523	0.08472597	0.18999887	-0.13390985	0.9117713	0.2610074	-0.42264318	0.29454228	0.021098701	0.39385864	0.28770015	0.32214084	0.05347483	-0.73176205	-0.28099963	0.17183341	0.4870451	-0.123609714
0.5914052	-0.18306816	-0.3399199	-0.056712322	-0.31833354	0.25976777	0.2372397	0.8165176	-0.30456728	-0.17768665	-0.32121354	0.22795135	0.56666905	-0.26096925	0.15456672	-0.6580099	0.32626653	0.07518593	-0.09063768	0.45308986
0.25990546	-0.36532137	0.06753258	-0.08002755	0.3896948	0.06628124	0.41428486	0.33733717	0.06911099	0.060944792	-0.63442844	-0.14111319	0.79453486	-0.23515081	0.03853241	-0.5448637	0.057331793	0.041676518	-0.13255145	0.4042039
0.41577646	0.18041597	0.35461265	0.59430534	0.210746	-0.35788596	0.5448274	0.25617883	0.34100944	-0.058677725	0.27041563	0.39530054	0.6563296	0.13169202	0.4032678	-0.624491	-0.18410772	0.016684396	0.424521	0.39716357
0.40417764	-0.02444437	-0.26704368	-0.23850417	-0.057279002	0.18086115	0.67588484	0.23274735	0.073450014	-0.07628261	-0.015863918	0.22053552	0.608597	-0.100579016	0.05780751	-0.35247082	-0.26559964	0.43261823	-0.20410073	0.24536419
0.41904157	0.22821756	-0.26369753	-0.36806998	-0.25864735	0.03359795	0.7068632	0.24480507	-0.34471107	-0.012736934	-0.16033767	0.9479845	0.45044988	-0.2644267	0.1418847	-0.42679426	-0.060870253	0.37686864	-0.34067914	0.058848456
0.4276964	-0.17758079	0.30754513	-0.05804447	-0.11562233	0.13764817	0.6604385	0.16548045	-0.15540263	-0.26184863	-0.41787907	0.63511324	1.0533848	-0.3574254	0.79191595	-0.2345526	0.017933333	-0.006627299	-0.67276084	-0.1417042
0.26237044	0.3521125	0.16506316	-0.12858194	0.10575347	-0.14893588	0.7274359	-0.013646046	0.0726537	-0.026036788	-0.071581006	0.95284444	0.5262907	-0.013447716	0.40190294	-0.5277235	-0.22343116	0.16418235	-0.2457663	0.16159083
